speaker,utterance,emotion
patient,I feel relieved but I won't feel right until I know the implant is stable.,neutral
dentist,Come back in four weeks. We'll re-probe and take an X-ray to confirm no further bone loss.,neutral
patient,And the home care I should have had from the beginning?,neutral
dentist,Interdental brush twice daily at the implant base. Water flosser on low pressure. Implant-specific toothpaste.,neutral
patient,Simple tools that could have prevented months of pus and bone loss.,disgust
dentist,Simple tools and the right instruction. Neither of which you received.,neutral
patient,I'm not angry at you. But I am angry at the situation. And disgusted at what was happening in my own jaw.,disgust
dentist,That anger and disgust is legitimate. Channel it into the home care routine.,neutral
patient,Believe me I will. Every single day.,neutral
dentist,Good. Antibiotics for one week. Chlorhexidine rinse twice daily.,neutral
patient,Understood. What are the signs the infection is coming back?,neutral
dentist,Any discharge increased gum redness or discomfort around the implant. Come in immediately.,neutral
patient,I'll be watching for all of it. Thank you for seeing me today.,neutral
dentist,Urgent situations always get priority. See you in four weeks.,neutral
patient,I'll be there. And I'm buying an interdental brush on the way home.,neutral
dentist,Good. That implant is worth protecting.,neutral
patient,I haven't been to a dentist in eight years. I'm here because I can't ignore it anymore.,neutral
dentist,Thank you for coming in. Let's assess everything without judgment.,neutral
patient,I already know it looks terrible. I can see black areas on my teeth in the mirror.,neutral
dentist,Open wide. Let's see what we're working with.,neutral
patient,Every time I look at my own teeth I feel disgusted. I stopped smiling in photos years ago.,disgust
dentist,I can see multiple black lesions on the upper and lower molars. Several appear very deep.,neutral
patient,Multiple black lesions. Not just one or two. What is that exactly?,neutral
dentist,Black cavities represent advanced decay where the bacteria have fully broken down the tooth structure.,neutral
patient,Fully broken down tooth structure. My teeth are literally decomposing in my head.,disgust
dentist,In the affected areas yes. But the roots and most of the structure look intact from here.,neutral
patient,Eight years of bacteria eating through my teeth while I looked away and hoped it would stop.,disgust
dentist,Avoidance is extremely common. You're not unusual. Let me take the full X-ray series.,neutral
patient,I know the X-rays are going to be bad. I can feel how bad it is.,neutral
dentist,I'd rather see everything clearly than guess.,neutral
patient,Of course. Take the X-rays.,neutral
dentist,X-rays done. I count eleven areas of decay. Two teeth are likely unrestorable.,neutral
patient,Eleven. And two teeth that can't be saved. Eight years of neglect has a number now: eleven.,disgust
dentist,The remaining nine are treatable. fillings and possibly two root canals.,neutral
patient,Looking at the X-ray of my own mouth I feel genuine revulsion. All those dark shadows in my teeth.,disgust
dentist,Those dark shadows are what we're going to address one appointment at a time.,neutral
patient,Can you walk me through the worst ones first?,neutral
dentist,This upper molar has decay reaching the pulp. That's a root canal candidate.,neutral
patient,The decay ate all the way to the nerve. Eight years of rot creeping deeper every month.,disgust
dentist,And this lower molar has fractured due to the extent of decay. That one needs extraction.,neutral
patient,A tooth cracked because of how much decay was in it. I feel sick about what I've done to myself.,disgust
dentist,Not done to yourself. allowed to progress during a difficult period. There's a difference.,neutral
patient,I went through a bad patch mentally. I stopped caring about a lot of things including my teeth.,neutral
dentist,Mental health affects physical health significantly. It makes sense.,neutral
patient,Still. Looking at what my mouth looks like now compared to eight years ago is revolting to me.,disgust
dentist,Let's build it back. Where do you want to start?,neutral
patient,The tooth that hurts. The one that's been aching for two months.,neutral
dentist,That's the upper molar with pulp involvement. Root canal today?,neutral
patient,Yes. Get the rot out of it. I'm done tolerating what I let happen.,neutral
dentist,Good decision. Anesthetic for the upper right.,neutral
patient,While you prepare. do you see this level of neglect often?,neutral
dentist,More often than you'd imagine. Life happens. People come back eventually.,neutral
patient,Eight years is a long time to let bacteria eat through your teeth.,disgust
dentist,You're here now. The root canal takes about ninety minutes.,neutral
patient,However long it takes. I'm not leaving until the worst one is done.,neutral
dentist,Anesthetic is taking effect. I'll access the pulp chamber now.,neutral
patient,Tell me what you find. I want to know.,neutral
dentist,The pulp is necrotic. the nerve tissue has died and decomposed. I'm removing it now.,neutral
patient,Decomposed nerve tissue in my tooth. That's been sitting there causing the ache.,disgust
dentist,The root canals are clearing. Flushing with sodium hypochlorite.,neutral
patient,I can faintly smell something. Is that the necrotic tissue?,disgust
dentist,Possibly. The irrigation carries it out. Increasing suction.,neutral
patient,Even the smell coming from my own tooth disgusts me. This is the reality of what I let happen.,disgust
dentist,And the reality of what we're resolving right now. Canals are clean.,neutral
patient,All of them?,neutral
dentist,All three canals. Sealing with gutta-percha now.,neutral
patient,Seal it tight. I want nothing going back in there.,neutral
dentist,Done. Temporary filling placed. You'll need a crown to complete this tooth.,neutral
patient,We'll schedule that. What's the total treatment plan from here?,neutral
dentist,Two more visits for fillings one extraction one additional root canal. About four visits total.,neutral
patient,Four visits to undo eight years. That feels manageable.,neutral
dentist,Very manageable. You've already done the hardest one.,neutral
patient,I actually feel relieved for the first time in years. Not just about the tooth. about facing this.,neutral
dentist,That's the best outcome from any appointment. See you next week.,neutral
patient,I'll be here. And I won't miss another appointment. Not after seeing what missing them looks like.,disgust
dentist,Hold onto that. See you next week.,neutral
patient,Doctor my teeth look longer than they used to and the roots are showing. It's started to look horrible.,disgust
dentist,That's gum recession. How long have you noticed the change?,neutral
patient,Gradually over three years. But lately it looks so bad I can't stop staring at it.,disgust
dentist,Open please. Let me examine the recession pattern.,neutral
patient,I can see it clearly in the mirror. It looks like my gums are peeling back from my teeth.,disgust
dentist,I can see significant recession on the upper canines and lower front teeth. Up to 4mm in places.,neutral
patient,Four millimetres. The gum has pulled back that far from where it should be?,neutral
dentist,Yes. The root surface is exposed in those areas.,neutral
patient,Exposed root surfaces showing through my gum. Like the teeth are being pushed out of the flesh.,disgust
